ADEX_ID;DAT_QUELLE;BEZEICHNG;GDE_NAME;GDE_KENN;KOO_REFSYS;X_VON;Y_VON;X_BIS;Y_BIS;Z;GENAUIGK;BEGRUENDUNG;;DAT_FEIN;;;;;;;;;;;;;;;;;LITERATUR;LISTENTEXT
BW_102910611;ADABweb;Bahnhofstrasse 4, Köndringen;Teningen;8316043;4326;7.804927662;48.1384320066;7.805190554;48.1386119127;0;non;Littérature prospecté;Unique;Moyen-âge;Moyen-âge;Rituel;Eglise;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;"Der Landkreis Emmendingen II.2 (2001) 718f.

Reformation im Werden - 450 J. Ref. im Kirchenbezirk Emmendingen  (2006) 97. ; Dossier : --";NULL
BW_101934304;ADABweb;"Sasbach, Unterdorf am Lehweg""""";Sasbach;8316038;4326;7.617923372;48.1467422811;7.6186005201;48.1473341316;0;non;Fouillé;Unique;Gallo-romain indéterminé;Gallo-romain indéterminé;Habitat;Indéterminé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : 101934304;NULL
BW_97018429;ADABweb;"Sasbach, Lützelberg""""";Sasbach;8316038;4326;7.6104799929;48.1457742174;7.6111892805;48.1462642536;0;oui;Littérature prospecté;Unique;Néolithique;Néolithique;Isolé;NULL;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;"Bad. Fber. 16, 1940, 36. ; Dossier : SASB002M";NULL
BW_97018431;ADABweb;"Sasbach, Limberg"", Alte/Obere Limburg""";Sasbach;8316038;4326;7.6048108427;48.1472226603;7.6054399571;48.14757749;0;non;Sondé;Unique;Mérovingien;Mérovingien;Habitat;Fortifié;Château;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;"Fingerlin, Führer Limberg. ; Dossier : SASB001M";NULL
BW_97018433;ADABweb;Sasbach;Sasbach;8316038;4326;7.617160248;48.1395875497;7.6175485609;48.1398580033;0;non;Littérature prospecté;Unique;Mérovingien récent;Mérovingien récent;Habitat;Indéterminé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;"Bad. Fber. 22, 1962, 289f. ; Dossier : SASB004M";NULL
BW_102340691;ADABweb;"Leiselheim, Lehmatten""""";Sasbach;8316038;4326;7.6337749895;48.1285159058;7.6401532449;48.13168726;0;non;Littérature prospecté;Unique;Néolithique;Néolithique;Habitat;Indéterminé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;"Bad. Fundber. 18, 1948-50, 63-67; 212-214; 236. 
Bad. Fundber. 19, 1951, 246. 
M. Gallay, Bad. Fundber. Sonderband 12 (1970) 126. 
Arch. Nachr. Baden 25, 1980, 16-19. 
B. Grimmer-Dehn, Urnenfelderkultur (1991) 129. 
Arch. Nachr. Baden 47/48, 1992, 10. 
J. Orschiedt, Bandkeramische Siedlungen (1998)106. 
Leiselheim - Aus der Geschichte eines kleinen Dorfes am Kaiserstuhl (1999) 14f.; 17. ; Dossier : 102340691";NULL
BW_97018430;ADABweb;"Jechtingen, Hinterer Hochberg"", Schnellertsburg""";Sasbach;8316038;4326;7.6211325573;48.1243102661;7.6215421133;48.1245722199;0;oui;Littérature prospecté;Unique;Hallstatt indéterminé;Hallstatt indéterminé;Funéraire;Nécropole tombes plates;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : JECH003M;NULL
BW_97017097;ADABweb;"Riegel, Wyhlerbühl/Romanshöfe...""""";Riegel;8316037;4326;7.7236134052;48.1614920087;7.7313269819;48.1664439242;0;non;Littérature prospecté;Unique;Bronze final;Bronze final;Habitat;Indéterminé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;"BF III, 1933-1936, 370f ; Dossier : RIEG012";NULL
BW_97017110;ADABweb;"Riegel, Wallern""""";Riegel;8316037;4326;7.7564164353;48.1588194137;7.7607855451;48.1610283744;0;non;Littérature prospecté;Unique;Gallo-romain indéterminé;Gallo-romain indéterminé;Habitat;Indéterminé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : RIEG027;NULL
BW_97017108;ADABweb;"Riegel, Tugmatten""""";Riegel;8316037;4326;7.7534903997;48.1667098666;7.7589161623;48.1692869605;0;non;Littérature prospecté;Unique;La Tène indéterminée;La Tène indéterminée;Habitat;Indéterminé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : RIEG025;NULL
BW_97017099;ADABweb;"Riegel, Stephanstal""""";Riegel;8316037;4326;7.7253426882;48.1576579919;7.7316676461;48.1615540655;0;non;Littérature prospecté;Unique;Bronze indéterminé;Bronze indéterminé;Habitat;Indéterminé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : RIEG014;NULL
BW_97017100;ADABweb;"Riegel, Schollen""""";Riegel;8316037;4326;7.7306389839;48.1578499001;7.7367697668;48.1617965829;0;non;Littérature prospecté;Unique;Fer indéterminé;Fer indéterminé;Habitat;Indéterminé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : RIEG015;NULL
BW_97017092;ADABweb;"Riegel, Schleichen""""";Riegel;8316037;4326;7.7557231106;48.133036955;7.7572773784;48.1339235994;0;non;Littérature prospecté;Unique;La Tène indéterminée;La Tène indéterminée;Habitat;Indéterminé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : RIEG007;NULL
BW_97017107;ADABweb;"Riegel, Schaafläger""""";Riegel;8316037;4326;7.7413571812;48.1656129917;7.746861941;48.1710924191;0;non;Littérature prospecté;Unique;Néolithique;Néolithique;Habitat;Indéterminé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;"BF III, 1933-1936, 184-185 ; Dossier : RIEG024";NULL
BW_97017103;ADABweb;"Riegel, Rumlisbuck""""";Riegel;8316037;4326;7.7241913775;48.1687348226;7.7278447145;48.1709414013;0;non;Littérature prospecté;Unique;Néolithique;Néolithique;Habitat;Indéterminé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : RIEG020;NULL
BW_97016261;ADABweb;"Riegel, Ringweg/Gehrpfad""""";Riegel;8316037;4326;7.7399490441;48.1594476234;7.7462492003;48.1650116603;0;non;Littérature prospecté;Unique;Néolithique;Néolithique;Funéraire;Nécropole tombes plates;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;"BF 18, 1948-1950, 254 ; Dossier : RIEG017";NULL
BW_97017095;ADABweb;"Riegel, Mördergrube""""";Riegel;8316037;4326;7.713597336;48.1584255577;7.7165282967;48.1601715172;0;non;Littérature prospecté;Unique;La Tène indéterminée;La Tène indéterminée;Habitat;Enclos;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;"Bittel e.a., Viereckschanzen 1990, 389, Abb.252 ; Dossier : RIEG010";"La base adab classe le Viereckschanze sous la rubrique ""Culte"""
BW_97001278;ADABweb;"Riegel, Mittlerer Häfler/Oberer ...""""";Riegel;8316037;4326;7.7231865882;48.1472310636;7.736175224;48.1563927045;0;non;Littérature prospecté;Unique;Néolithique;Néolithique;Habitat;Indéterminé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;"B. Röder, Frühlatenekeramik aus dem Breisgau (Stuttgart 1995) 181.
H. Wagner, Glasschmuck Oberrhein (2006) 214 Taf. 10, 337. ; Dossier : RIEG001";NULL
BW_97017088;ADABweb;"Riegel, Michaelsberg/Burg/Halde...""""";Riegel;8316037;4326;7.7479327946;48.1440796121;7.7542955777;48.1496387745;0;non;Littérature prospecté;Unique;Néolithique;Néolithique;Habitat;Indéterminé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;"Fundberichte Baden-Württemberg 29, 2007, 820. ; Dossier : RIEG005";NULL
BW_97018421;ADABweb;"Riegel, Michaelsberg, Burg""""";Riegel;8316037;4326;7.7508212074;48.1459617492;7.752806453;48.1471491699;0;non;Littérature prospecté;Unique;Moyen-âge;Moyen-âge;Habitat;Fortifié;Château;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : RIEG001M;NULL
BW_97017104;ADABweb;"Riegel, Lindenbrunnenbuck/Rumlisbuck""""";Riegel;8316037;4326;7.7212524735;48.1702551093;7.7261391766;48.172979285;0;non;Littérature prospecté;Unique;Bronze final;Bronze final;Habitat;Indéterminé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : RIEG021;NULL
BW_97017106;ADABweb;"Riegel, Krebs""""";Riegel;8316037;4326;7.7388921124;48.1716505707;7.7421404417;48.1737337951;0;non;Littérature prospecté;Unique;Gallo-romain indéterminé;Gallo-romain indéterminé;Habitat;Indéterminé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;"BF III, 1933-1936, 183 (Nr.127) ; Dossier : RIEG023";NULL
BW_97017093;ADABweb;"Riegel, Himmelreich/Romansreute...""""";Riegel;8316037;4326;7.7570936341;48.1328856704;7.7626798653;48.1449722544;0;non;Littérature prospecté;Unique;Gallo-romain indéterminé;Gallo-romain indéterminé;Habitat;Indéterminé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;"BF I, 1925-1928, 364f ; Dossier : RIEG008";NULL
BW_97017091;ADABweb;"Riegel, Gallberg""""";Riegel;8316037;4326;7.7336756523;48.1442592882;7.7398950788;48.1476201043;0;non;Littérature prospecté;Unique;Fer indéterminé;Fer indéterminé;Habitat;Indéterminé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;"BF I, 1925.1928, 371 ; Dossier : RIEG006";NULL
BW_97017101;ADABweb;"Riegel, Filge/Schollen""""";Riegel;8316037;4326;7.7341461633;48.1554358389;7.7419243827;48.1591368296;0;non;Littérature prospecté;Unique;Fer indéterminé;Fer indéterminé;Funéraire;Enclos Funéraire;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : RIEG016;NULL
BW_97017102;ADABweb;"Riegel, Dürrenhof/Rauss/Rumlisbuck""""";Riegel;8316037;4326;7.7267270023;48.1670660053;7.7346298707;48.1712686585;0;non;Littérature prospecté;Unique;Néolithique;Néolithique;Habitat;Indéterminé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : RIEG019;NULL
BW_97017087;ADABweb;"Riegel, Brühl/Holzmatten/Kabisgarten""""";Riegel;8316037;4326;7.7546958458;48.1455204733;7.7623841204;48.1545594406;0;non;Littérature prospecté;Unique;La Tène indéterminée;La Tène indéterminée;Habitat;Indéterminé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;"Poisignon, Töpferei Riegel, 1886, 40-42 ; Dossier : RIEG004";NULL
BW_97017086;ADABweb;"Riegel, Brennstützenacker/Fronhof...""""";Riegel;8316037;4326;7.7408923642;48.1461342422;7.7540929296;48.1592846036;0;non;Littérature prospecté;Unique;Fer indéterminé;Fer indéterminé;Funéraire;Enclos Funéraire;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;"Zur Bestattung der Glockenbecherkultur (Gewann Grasäcker):
Bad. Fundber. 17, 1941-1947, 131; 260; Taf. 43. Bad. Fundber. 21, 1958, Taf. 26. Fundber. Baden-Württemberg 15, 1990, 530.
Mithräum: Fundber. Baden-Württemberg 29, 2007, 327-532. Germania 64, 1986, 433-440. Zeitspuren (Arch. Nachr. Baden 50, 1993) 128.
Grube der Rössener Kultur: Fundberichte Baden-Württemberg 29, 2007, 804-808 Taf. 4D, 5B, 6, 7A. ; Dossier : RIEG003";NULL
BW_97002217;ADABweb;"Riegel, Breite/Feldgasse/Filge/Gäns..""""";Riegel;8316037;4326;7.7353416714;48.1476184958;7.7431722094;48.1568659608;0;non;Littérature prospecté;Unique;Néolithique;Néolithique;Habitat;Indéterminé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;"Neolithische Befunde: Fundberichte Baden-Württemberg 29, 2007, 808-820 Taf. 7B-13. ; Dossier : RIEG002";NULL
BW_97017112;ADABweb;"Riegel, Beim Badhaus/Holzgrünle...""""";Riegel;8316037;4326;7.7525470502;48.15551789;7.7538915975;48.1628924123;0;non;Littérature prospecté;Unique;Gallo-romain indéterminé;Gallo-romain indéterminé;Voie;NULL;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : RIEG029;Fossé le long d'une voie
BW_96984977;ADABweb;Riegel;Riegel;8316037;4326;7.7153381517;48.1592875224;7.7153381517;48.1592875224;0;oui;Littérature prospecté;Unique;La Tène D;La Tène D;Habitat;Enclos;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;"Bittel/Schiek/Müller, Atlas (1990) 389 ; Dossier : L7912/016-05";NULL
BW_97000627;ADABweb;Riegel;Riegel;8316037;4326;7.7275471558;48.1520755965;7.7275471558;48.1520755965;0;oui;Littérature prospecté;Unique;Indéterminé;Indéterminé;Habitat;Indéterminé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : L7912/058-01;NULL
BW_99562210;ADABweb;Riegel;Riegel;8316037;4326;7.7595947669;48.1590632139;7.7595947669;48.1590632139;0;non;Sondé;Unique;Gallo-romain indéterminé;Gallo-romain indéterminé;Habitat;Indéterminé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : 8-1-104;NULL
BW_99562197;ADABweb;Riegel;Riegel;8316037;4326;7.7580562511;48.1598740059;7.7580562511;48.1598740059;0;non;Sondé;Unique;Gallo-romain indéterminé;Gallo-romain indéterminé;Habitat;Indéterminé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : 8-1-103;NULL
BW_99562184;ADABweb;Riegel;Riegel;8316037;4326;7.7572119195;48.1614387512;7.7572119195;48.1614387512;0;non;Sondé;Unique;Gallo-romain indéterminé;Gallo-romain indéterminé;Habitat;Indéterminé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : 8-1-102;NULL
BW_99563512;ADABweb;Riegel;Riegel;8316037;4326;7.7565459795;48.1618198495;7.7575090744;48.1624198099;0;non;Sondé;Unique;Gallo-romain indéterminé;Gallo-romain indéterminé;Habitat;Indéterminé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : 8-1-101;NULL
BW_99562028;ADABweb;Riegel;Riegel;8316037;4326;7.7619974264;48.1809883936;7.7619974264;48.1809883936;0;non;Sondé;Unique;Gallo-romain indéterminé;Gallo-romain indéterminé;Habitat;Indéterminé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : 8-0-065;NULL
BW_99563454;ADABweb;Riegel;Riegel;8316037;4326;7.7589951527;48.174968802;7.7601891749;48.1757253708;0;non;Sondé;Unique;Gallo-romain indéterminé;Gallo-romain indéterminé;Habitat;Indéterminé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : 8-0-061;NULL
BW_99562002;ADABweb;Riegel;Riegel;8316037;4326;7.7586881696;48.1743514498;7.7586881696;48.1743514498;0;non;Sondé;Unique;Gallo-romain indéterminé;Gallo-romain indéterminé;Habitat;Indéterminé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : 8-0-060;NULL
BW_99563440;ADABweb;Riegel;Riegel;8316037;4326;7.7526385201;48.1720915294;7.7540312439;48.1728700686;0;non;Sondé;Unique;Gallo-romain indéterminé;Gallo-romain indéterminé;Habitat;Indéterminé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : 8-0-058;NULL
BW_99563422;ADABweb;Riegel;Riegel;8316037;4326;7.7571625913;48.1718257659;7.7583148582;48.1731063092;0;non;Sondé;Unique;Gallo-romain indéterminé;Gallo-romain indéterminé;Habitat;Indéterminé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : 8-0-056;NULL
BW_99561989;ADABweb;Riegel;Riegel;8316037;4326;7.7585610507;48.1690348946;7.7585610507;48.1690348946;0;non;Sondé;Unique;Gallo-romain indéterminé;Gallo-romain indéterminé;Habitat;Indéterminé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : 8-0-054;NULL
BW_99561976;ADABweb;Riegel;Riegel;8316037;4326;7.7572497907;48.170999303;7.7572497907;48.170999303;0;non;Sondé;Unique;Gallo-romain indéterminé;Gallo-romain indéterminé;Habitat;Indéterminé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : 8-0-053;NULL
BW_96971997;ADABweb;"Bahlingen, Schleichen""""";Bahlingen;8316002;4326;7.7557278552;48.1322275493;7.7570860593;48.1339034254;0;non;Littérature prospecté;Unique;La Tène indéterminée;La Tène indéterminée;Habitat;Indéterminé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : 96971997;NULL
BW_99563406;ADABweb;Riegel;Riegel;8316037;4326;7.7612326002;48.179459601;7.762007347;48.1798020011;0;non;Sondé;Unique;A VIRER;A VIRER;Habitat;Indéterminé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : 8-0-064;NULL
BW_96984483;ADABweb;Oberhausen;Rheinhausen;8316053;4326;7.7147822945;48.2194435287;7.7147822945;48.2194435287;0;oui;Littérature prospecté;Unique;Indéterminé;Indéterminé;Habitat;Indéterminé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : L7712/011-04;NULL
BW_96984481;ADABweb;Oberhausen;Rheinhausen;8316053;4326;7.7218793329;48.2173597235;7.7218793329;48.2173597235;0;non;Littérature prospecté;Unique;Indéterminé;Indéterminé;Funéraire;Tumulus isolé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : L7712/011-02;NULL
BW_96984518;ADABweb;Niederhausen;Rheinhausen;8316053;4326;7.7170694337;48.231048177;7.7170694337;48.231048177;0;oui;Littérature prospecté;Unique;Indéterminé;Indéterminé;Habitat;Indéterminé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : L7712/047-01;NULL
BW_96984553;ADABweb;Niederhausen;Rheinhausen;8316053;4326;7.7313809129;48.2393820509;7.7313809129;48.2393820509;0;oui;Littérature prospecté;Unique;Indéterminé;Indéterminé;Formation superficielle;NULL;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : L7712/091-01;NULL
BW_96984492;ADABweb;Niederhausen;Rheinhausen;8316053;4326;7.7171077346;48.2548182916;7.7171077346;48.2548182916;0;non;Littérature prospecté;Unique;Indéterminé;Indéterminé;NULL;NULL;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;Métal;Extraction;NULL;NON;dossier : L7712/014B-02;NULL
BW_97018399;ADABweb;"Reute, Hutmatten/ Wittenmatten/ Höfle"", Wittumhof""";Reute;8316036;4326;7.8109828622;48.0816498648;7.8121666107;48.0824394882;0;non;Littérature prospecté;Unique;Moyen-âge;Moyen-âge;NULL;NULL;NULL;NULL;;NON;Céramique;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;"Burgen im ma. Breisgau I.2 (2006) 350f. ; Dossier : 97018399";NULL
BW_99865662;ADABweb;"Reute, Wittenschlucker""""";Reute;8316036;4326;7.834798875;48.0866412307;7.837367143;48.0879863827;0;non;Fouillé;Unique;Gallo-romain indéterminé;Gallo-romain indéterminé;Habitat;Indéterminé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;"G.A. Auer (Hrsg.), Reute (1997) 16 und Abb.7. ; Dossier : 99865662";NULL
BW_99866008;ADABweb;"Reute, Hartlachbrünnele""""";Reute;8316036;4326;7.8321960136;48.0918118666;7.8321960136;48.0918118666;0;non;Fouillé;Unique;Gallo-romain indéterminé;Gallo-romain indéterminé;NULL;NULL;NULL;NULL;;NON;Céramique;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : 99866008;NULL
BW_98786435;ADABweb;"Malterdingen, Pfannenstiel""""";Malterdingen;8316024;4326;7.8511416142;48.1680145388;7.8516414903;48.1683462379;0;non;Fouillé;Unique;Hallstatt indéterminé;Hallstatt indéterminé;Funéraire;Tumulus isolé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : 98786435;NULL
BW_97018379;ADABweb;"Hinterdorfstrasse 2, Hecklingen, Ortsetter"", Kath. Kirche""";Kenzingen;8316020;4326;7.7699251721;48.1707801269;7.7703488645;48.1709443757;0;non;Littérature prospecté;Unique;Mérovingien;Mérovingien;Funéraire;Tombe plate isolée;Non renseigné;Architecture de pierre;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;"Hoeper, M.: Alamannische Siedlungsgeschichte im Breisgau, 2001, 236-237.
Römer und Alamannen im Breisgau 1994, 80. 
Garscha, Alamannen 1970, 85.
Bad. Fber. 17, 1941-47, 345.
Die Kunstdenkmäler Badens, Bd. VI, 1904. 
 ; Dossier : 97018379";NULL
BW_96972038;ADABweb;"Bombach, Bei Vogtes Kreuz / Römersträssle""""";Kenzingen;8316020;4326;7.8143259717;48.1817917609;7.8419879954;48.1884375662;0;non;Littérature prospecté;Unique;Gallo-romain indéterminé;Gallo-romain indéterminé;Voie;NULL;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;"Bad. Fundber. I, 1925-1928; bes. 364 - 365
Bad. Fundber., 1941-1947, 366. ; Dossier : 96972038";NULL
BW_99562106;ADABweb;"Kenzingen, Ladhof""""";Kenzingen;8316020;4326;7.7635122143;48.1938949243;7.7635122143;48.1938949243;0;non;Littérature prospecté;Unique;Moyen-âge;Moyen-âge;NULL;NULL;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : 99562106;NULL
BW_99562093;ADABweb;"Kenzingen, Breitenfeld""""";Kenzingen;8316020;4326;7.7642869578;48.2063292087;7.7642869578;48.2063292087;0;non;Littérature prospecté;Unique;Gallo-romain indéterminé;Gallo-romain indéterminé;NULL;NULL;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : 99562093;NULL
BW_96957009;ADABweb;Kenzingen;Kenzingen;8316020;4326;7.7358259737;48.2003513921;7.7358259737;48.2003513921;0;oui;Littérature prospecté;Unique;Indéterminé;Indéterminé;Funéraire;Tumulus isolé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : L7712/104-01;NULL
BW_96985160;ADABweb;Kenzingen;Kenzingen;8316020;4326;7.7602883599;48.1980441564;7.7602883599;48.1980441564;0;oui;Littérature prospecté;Unique;Indéterminé;Indéterminé;Habitat;Indéterminé;Fossé;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : L7912/149-01;NULL
BW_99562171;ADABweb;Hecklingen;Kenzingen;8316020;4326;7.7576475447;48.1628824298;7.7576475447;48.1628824298;0;non;Sondé;Unique;Gallo-romain indéterminé;Gallo-romain indéterminé;Habitat;Indéterminé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : 8-1-100;NULL
BW_96972036;ADABweb;"Broggingen, Ortsetter""""";Herbolzheim;8316017;4326;7.830178898;48.2175720459;7.8311022698;48.2180868624;0;non;Littérature prospecté;Unique;La Tène indéterminée;La Tène indéterminée;NULL;NULL;NULL;NULL;;NON;Céramique;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;"Bad. Fundber. 20, 1956, 274 ; Dossier : 96972036";NULL
