ADEX_ID;DAT_QUELLE;BEZEICHNG;GDE_NAME;GDE_KENN;KOO_REFSYS;X_VON;Y_VON;X_BIS;Y_BIS;Z;GENAUIGK;BEGRUENDUNG;;DAT_FEIN;;;;;;;;;;;;;;;;;LITERATUR;LISTENTEXT
BW_96972027;ADABweb;"Bleichheim, Rebeneck """"";Herbolzheim;8316017;4326;7.8130425042;48.211322578;7.8279656437;48.2162431854;0;non;Littérature prospecté;Unique;Néolithique;Néolithique;Habitat;Indéterminé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;"Dieckmann, B. Mittel- und Jungneolithikum, 1991, Taf. 1-22.
Arch. Nachr. Baden 8, 1972, 3 - 6.
Fundber. Baden-Württemberg 17/2, 1992; bes. 38. ; Dossier : 96972027";NULL
BW_96972030;ADABweb;"Bleichheim, Pfarräcker""""";Herbolzheim;8316017;4326;7.8228237773;48.2064691993;7.8251945992;48.2073403958;0;non;Littérature prospecté;Unique;Gallo-romain indéterminé;Gallo-romain indéterminé;Funéraire;indéterminé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;"Bad. Fundber. 20, 1956, 275. ; Dossier : 96972030";NULL
BW_96972031;ADABweb;"Bleichheim, Jochriemen / Im Eck""""";Herbolzheim;8316017;4326;7.817873054;48.2127297755;7.8218263009;48.2142185894;0;non;Littérature prospecté;Unique;Bronze moyen;Bronze moyen;Habitat;Indéterminé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : 96972031;NULL
BW_96972028;ADABweb;"Bleichheim, Jochriemen / Im Eck""""";Herbolzheim;8316017;4326;7.8143046048;48.2128068553;7.8194464593;48.214205399;0;non;Littérature prospecté;Unique;Mérovingien;Mérovingien;Funéraire;Tombe plate isolé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : 96972028;NULL
BW_96972029;ADABweb;"Bleichheim, Hohgässle""""";Herbolzheim;8316017;4326;7.8222540038;48.2127622034;7.8243401863;48.2137012065;0;non;Littérature prospecté;Unique;La Tène indéterminée;La Tène indéterminée;Funéraire;NULL;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;"Fundber. Baden-Württemberg 10, 1985; bes. 511 - 512 ; Dossier : 96972029";NULL
BW_97018367;ADABweb;"Wagenstadt, Breite""""";Herbolzheim;8316017;4326;7.7740688124;48.2088087665;7.7740688124;48.2088087665;0;oui;Littérature prospecté;Unique;Indéterminé;Indéterminé;Habitat;Indéterminé;Fossé;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : L7712/056-01;NULL
BW_96999937;ADABweb;"Tutschfelden, Ried""""";Herbolzheim;8316017;4326;7.8037153749;48.2132041509;7.8037153749;48.2132041509;0;oui;Littérature prospecté;Unique;Indéterminé;Indéterminé;Funéraire;Tumulus isolé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : L7712/012-01;NULL
BW_102875326;ADABweb;"Bergstrasse 1, Herbolzheim, Ortsetter""""";Herbolzheim;8316017;4326;7.7750080153;48.2185773444;7.780616334;48.2242010402;0;non;Littérature prospecté;Unique;Moyen-âge;Moyen-âge;Habitat;Indéterminé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;"Jenisch, Stadtkataster Herbolzheim (2005). ; Dossier : 102875326";NULL
BW_102875239;ADABweb;"Schmiedstrasse 20, Herbolzheim, Ortsetter"", Tennenbacher Hof""";Herbolzheim;8316017;4326;7.7751384156;48.2216930748;7.7763165065;48.2223307227;0;non;Littérature prospecté;Unique;Moyen-âge;Moyen-âge;Rituel;Abbaye;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;"Jenisch, Stadtkataster Herbolzheim (2005) 78f. ; Dossier : 102875239";Cour de cloître
BW_102882808;ADABweb;"Rheinhausenstrasse 36, Herbolzheim, Mittel Immele""""";Herbolzheim;8316017;4326;7.750143251;48.2256783851;7.7624489361;48.2329463392;0;non;Littérature prospecté;Unique;Fer indéterminé;Fer indéterminé;Habitat;Indéterminé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : 102882808;NULL
BW_102879460;ADABweb;"Landsiedlung 5, Herbolzheim, Niederwald""""";Herbolzheim;8316017;4326;7.7527900235;48.2352878514;7.7591207536;48.2399134021;0;non;Littérature prospecté;Unique;Gallo-romain indéterminé;Gallo-romain indéterminé;Habitat;Indéterminé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : 102879460;NULL
BW_102879500;ADABweb;"Landsiedlung 1, Herbolzheim, Mittel Immele""""";Herbolzheim;8316017;4326;7.7515002191;48.2323953891;7.7605956781;48.2354232695;0;non;Littérature prospecté;Unique;Fer indéterminé;Fer indéterminé;Habitat;Indéterminé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : 102879500;NULL
BW_102883046;ADABweb;Im Maria Sand 4, Herbolzheim, Kapelle Maria im Sand;Herbolzheim;8316017;4326;7.7613067015;48.2152823985;7.7630434384;48.2158409815;0;non;Littérature prospecté;Unique;Moyen-âge;Moyen-âge;Rituel;Eglise;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : 102883046;Chapelle
BW_102879138;ADABweb;"Herbolzheim, Unter Immele""""";Herbolzheim;8316017;4326;7.7459520858;48.2349957772;7.7536000954;48.2400683213;0;non;Littérature prospecté;Unique;Bronze final;Bronze final;Habitat;Indéterminé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : 102879138;NULL
BW_102879280;ADABweb;"Herbolzheim, Unter Immele""""";Herbolzheim;8316017;4326;7.749059132;48.2321792546;7.7520625904;48.236014318;0;non;Littérature prospecté;Unique;Gallo-romain indéterminé;Gallo-romain indéterminé;Habitat;Indéterminé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : 102879280;NULL
BW_99464759;ADABweb;"Herbolzheim, Unteres Immele""""";Herbolzheim;8316017;4326;7.7488689142;48.2374854219;7.7488689142;48.2374854219;0;non;Littérature prospecté;Unique;Fer indéterminé;Fer indéterminé;NULL;NULL;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : 99464759;NULL
BW_99464427;ADABweb;"Herbolzheim, Ober Immele""""";Herbolzheim;8316017;4326;7.7517602518;48.2289389585;7.7578615721;48.2336436488;0;non;Littérature prospecté;Unique;Fer indéterminé;Fer indéterminé;NULL;NULL;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : 99464427;NULL
BW_102883064;ADABweb;"Herbolzheim, Obere Allmend""""";Herbolzheim;8316017;4326;7.7600277766;48.2088158669;7.7664141614;48.2140033331;0;non;Littérature prospecté;Unique;Moyen-âge;Moyen-âge;Habitat;Indéterminé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : 102883064;NULL
BW_99478483;ADABweb;"Herbolzheim, Niederwald""""";Herbolzheim;8316017;4326;7.7527797278;48.2354604079;7.7545609939;48.2371862302;0;non;Sondé;Unique;La Tène indéterminée;La Tène indéterminée;Habitat;Indéterminé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : 99478483;NULL
BW_102884520;ADABweb;"Herbolzheim, Mittelberg""""";Herbolzheim;8316017;4326;7.7870020796;48.2197256317;7.7892172064;48.2215986227;0;non;Littérature prospecté;Unique;Moyen-âge;Moyen-âge;Habitat;Indéterminé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : 102884520;Habitat abandonné
BW_102878990;ADABweb;"Herbolzheim, Klein Wehrle"", Baurenmühle""";Herbolzheim;8316017;4326;7.7706205104;48.2142765214;7.7720354187;48.2148497441;0;non;Littérature prospecté;Unique;Moyen-âge;Moyen-âge;NULL;NULL;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;Pierre;Atelier;Meule;NON;dossier : 102878990;Moulin
BW_99464164;ADABweb;"Herbolzheim, Immele ( Mittleres/ Oberes)""""";Herbolzheim;8316017;4326;7.7538214925;48.2327393054;7.7553951493;48.2338221821;0;non;Littérature prospecté;Unique;Fer indéterminé;Fer indéterminé;NULL;NULL;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : 99464164;NULL
BW_102865303;ADABweb;"Herbolzheim, Hüttenbühl""""";Herbolzheim;8316017;4326;7.7826361695;48.2247810026;7.7833787169;48.2255558899;0;non;Littérature prospecté;Unique;Moyen-âge;Moyen-âge;NULL;NULL;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;"Jenisch, Stadtkatster Herbolzheim (2005) 59f.
Burgen des mittelalterlichen Breisgaus I.1 (2003) 195f. ; Dossier : 102865303";NULL
BW_97018376;ADABweb;"Herbolzheim, Hüttenbühl""""";Herbolzheim;8316017;4326;7.7823175086;48.2247236488;7.7836362267;48.2258444814;0;non;Littérature prospecté;Unique;Moyen-âge;Moyen-âge;Habitat;Fortifié;Château;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;"Jenisch, Stadtkataster Herbolzheim (2005) 59f.
Burgen des mittelalterlichen Breisgaus I.1 (2003) 195f. ; Dossier : 97018376";NULL
BW_102879302;ADABweb;"Herbolzheim, Hinter dem Wald""""";Herbolzheim;8316017;4326;7.745512837;48.2284052462;7.7505317722;48.2318357732;0;non;Littérature prospecté;Unique;Gallo-romain indéterminé;Gallo-romain indéterminé;Habitat;Indéterminé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : 102879302;NULL
BW_102782236;ADABweb;"Herbolzheim, Hinter dem Wald""""";Herbolzheim;8316017;4326;7.7479021659;48.2292713398;7.7491553974;48.231019011;0;non;Littérature prospecté;Unique;Gallo-romain indéterminé;Gallo-romain indéterminé;NULL;NULL;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;"Weber-Jenisch 2004. ; Dossier : 102782236";NULL
BW_96984558;ADABweb;"Herbolzheim, Grüne""""";Herbolzheim;8316017;4326;7.7725825068;48.2307414519;7.7725825068;48.2307414519;0;oui;Littérature prospecté;Unique;Indéterminé;Indéterminé;Voie;NULL;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : L7712/095-01;NULL
BW_102883321;ADABweb;"Herbolzheim, Grüne""""";Herbolzheim;8316017;4326;7.7706490402;48.2292956185;7.7743520789;48.2313668451;0;non;Littérature prospecté;Unique;Indéterminé;Indéterminé;Voie;NULL;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : 102883321;NULL
BW_100463826;ADABweb;"Herbolzheim, Grüne""""";Herbolzheim;8316017;4326;7.7689534293;48.2268217037;7.7689534293;48.2268217037;0;non;Fouillé;Unique;Vérifier en remarque;Vérifier en remarque;NULL;NULL;NULL;NULL;;NON;Lithique;Silex;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : 100463826;NULL
BW_102883405;ADABweb;"Herbolzheim, Grüne""""";Herbolzheim;8316017;4326;7.7688134062;48.2259484161;7.7728191179;48.2280100938;0;non;Littérature prospecté;Unique;Mérovingien;Mérovingien;Funéraire;Nécropole tombes plates;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : 102883405;NULL
BW_102879402;ADABweb;"Herbolzheim, Fischau""""";Herbolzheim;8316017;4326;7.7434338336;48.2199332929;7.7483303826;48.2250504281;0;non;Littérature prospecté;Unique;Hallstatt indéterminé;Hallstatt indéterminé;Habitat;Indéterminé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : 102879402;NULL
BW_102883539;ADABweb;"Herbolzheim, Baurenmühle""""";Herbolzheim;8316017;4326;7.7665762815;48.2115201672;7.7701795834;48.2144419503;0;non;Littérature prospecté;Unique;Fer indéterminé;Fer indéterminé;Funéraire;Tumulus isolé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : 102883539;NULL
BW_99562119;ADABweb;"Herbolzheim, Baurenmühle""""";Herbolzheim;8316017;4326;7.7691766289;48.2120179729;7.7691766289;48.2120179729;0;non;Littérature prospecté;Unique;Gallo-romain indéterminé;Gallo-romain indéterminé;NULL;NULL;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : 99562119;NULL
BW_102883256;ADABweb;"Herbolzheim, Am neuen Brunnen""""";Herbolzheim;8316017;4326;7.7694652984;48.2332621079;7.771061979;48.2353661426;0;non;Littérature prospecté;Unique;Néolithique;Néolithique;Habitat;Indéterminé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : 102883256;NULL
BW_100463924;ADABweb;"Herbolzheim, Am neuen Brunnen""""";Herbolzheim;8316017;4326;7.7700595815;48.2346325714;7.7700595815;48.2346325714;0;non;Fouillé;Unique;Vérifier en remarque;Vérifier en remarque;NULL;NULL;NULL;NULL;;NON;Lithique;Silex;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : 100463924;NULL
BW_99463927;ADABweb;"Herbolzheim, Allmend Spitz""""";Herbolzheim;8316017;4326;7.7565451544;48.2221229876;7.7565451544;48.2221229876;0;non;Littérature prospecté;Unique;Néolithique;Néolithique;NULL;NULL;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : 99463927;NULL
BW_97018368;ADABweb;Herbolzheim;Herbolzheim;8316017;4326;7.7533105443;48.2264285593;7.7533105443;48.2264285593;0;oui;Littérature prospecté;Unique;Indéterminé;Indéterminé;Habitat;Isolé;Villa;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : L7712/057-01;NULL
BW_96996575;ADABweb;Herbolzheim;Herbolzheim;8316017;4326;7.7930530229;48.2297350811;7.7930530229;48.2297350811;0;oui;Littérature prospecté;Unique;Indéterminé;Indéterminé;Habitat;Indéterminé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : L7712/097-01;NULL
BW_96984461;ADABweb;Herbolzheim;Herbolzheim;8316017;4326;7.7480776333;48.2354146103;7.7480776333;48.2354146103;0;oui;Littérature prospecté;Unique;Indéterminé;Indéterminé;Habitat;Indéterminé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : L7712/002-02;NULL
BW_96984526;ADABweb;Herbolzheim;Herbolzheim;8316017;4326;7.7499767623;48.2215583696;7.7499767623;48.2215583696;0;oui;Littérature prospecté;Unique;Indéterminé;Indéterminé;Formation superficielle;NULL;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : L7712/057-02;NULL
BW_96984462;ADABweb;Herbolzheim;Herbolzheim;8316017;4326;7.7457096161;48.2353618182;7.7457096161;48.2353618182;0;oui;Littérature prospecté;Unique;Indéterminé;Indéterminé;Habitat;Indéterminé;Fossé;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : L7712/002-03;NULL
BW_96994890;ADABweb;Herbolzheim;Herbolzheim;8316017;4326;7.7525802706;48.2307240067;7.7525802706;48.2307240067;0;oui;Littérature prospecté;Unique;Indéterminé;Indéterminé;Habitat;Indéterminé;Fossé;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : L7712/002-04;NULL
BW_102875133;ADABweb;"Hauptstrasse 101, Herbolzheim, Ortsetter"", Kirche St. Alexius""";Herbolzheim;8316017;4326;7.778716788;48.2186016172;7.7799161404;48.2194458648;0;non;Littérature prospecté;Unique;Moyen-âge;Moyen-âge;Rituel;Eglise;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;"Jenisch, Stadtkataster Herbolzheim (2005) 9 und 53 Fst. 28. 81f. ; Dossier : 102875133";NULL
BW_98299599;ADABweb;Hauptstrasse 99, St. Alexiuskirche;Herbolzheim;8316017;4326;7.7792421437;48.2190683067;7.7796295324;48.2192322238;0;non;Fouillé;Unique;Moyen-âge;Moyen-âge;Rituel;Eglise;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : HERB012M;NULL
BW_98299233;ADABweb;Hauptstrasse 99, Pfarrkirche St. Alexius;Herbolzheim;8316017;4326;7.77962528;48.2190123434;7.7798890325;48.2193498381;0;non;Fouillé;Unique;Moyen-âge;Moyen-âge;Rituel;Eglise;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : HERB007M;NULL
BW_102875184;ADABweb;"Hauptstrasse 76, Herbolzheim, Ortsetter"", Strassburger Hof""";Herbolzheim;8316017;4326;7.7778715442;48.2185465581;7.7789755855;48.2193486446;0;non;Littérature prospecté;Unique;Moyen-âge;Moyen-âge;Habitat;Isolé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;"Jenisch, Stadtkataster Herbolzheim (2005) 73. ; Dossier : 102875184";Ferme d'un statut élevé
BW_98299646;ADABweb;Hauptstrasse 42;Herbolzheim;8316017;4326;7.7773823676;48.2217751891;7.7774962178;48.2218422292;0;non;Fouillé;Unique;Indéterminé;Indéterminé;NULL;NULL;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;Aménagement hydraulique;Puits;NULL;NON;dossier : HERB014M;NULL
BW_97018374;ADABweb;Hauptstrasse 24, Herbolzheim, Margaretenkapelle;Herbolzheim;8316017;4326;7.777388493;48.2230711105;7.7776680688;48.2231901221;0;non;Littérature prospecté;Unique;Moyen-âge;Moyen-âge;Rituel;Eglise;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : 97018374;NULL
BW_98299523;ADABweb;Hauptstrasse;Herbolzheim;8316017;4326;7.7773451539;48.2218872882;7.7775704395;48.2227652439;0;non;Fouillé;Unique;Moyen-âge;Moyen-âge;Funéraire;indéterminé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : HERB011M;NULL
BW_98299214;ADABweb;Grünestrasse;Herbolzheim;8316017;4326;7.7707470096;48.2235579633;7.7710749733;48.2259440379;0;non;Fouillé;Unique;Mérovingien récent;Mérovingien récent;Funéraire;NULL;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : HERB006M;Cimetière
BW_99471185;ADABweb;"Broggingen, Rimersbrunnen""""";Herbolzheim;8316017;4326;7.8343905311;48.2327291402;7.8372269961;48.2343098412;0;non;Sondé;Unique;Gallo-romain indéterminé;Gallo-romain indéterminé;Habitat;Indéterminé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : 99471185;NULL
BW_100408854;ADABweb;"Broggingen, Rimersbrunnen""""";Herbolzheim;8316017;4326;7.8347247393;48.2326939636;7.8372959733;48.2343118278;0;non;Littérature prospecté;Unique;Fer indéterminé;Fer indéterminé;NULL;NULL;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : 100408854;NULL
BW_102874423;ADABweb;"Bleichheim, Kirnhalde""""";Herbolzheim;8316017;4326;7.838377651;48.2054881968;7.838377651;48.2054881968;0;non;Littérature prospecté;Unique;Moyen-âge;Moyen-âge;NULL;NULL;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;Métal;Extraction;NULL;NON;dossier : 102874423;Ecroulement
BW_102875061;ADABweb;"Bleichheim, Kirnhalde""""";Herbolzheim;8316017;4326;7.8376114121;48.2044118391;7.8390137998;48.2059745146;0;non;Littérature prospecté;Unique;Moyen-âge;Moyen-âge;NULL;NULL;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;Métal;Extraction;NULL;NON;dossier : 102875061;NULL
BW_102875015;ADABweb;"Bleichheim, Kammergraben""""";Herbolzheim;8316017;4326;7.8329218643;48.2028573301;7.8338213505;48.2045550487;0;non;Littérature prospecté;Unique;Moyen-âge;Moyen-âge;NULL;NULL;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;Métal;Extraction;NULL;NON;dossier : 102875015;NULL
BW_102809926;ADABweb;"Bleichheim, Kammergraben""""";Herbolzheim;8316017;4326;7.833247863;48.2032144986;7.8333662298;48.2037190642;0;non;Littérature prospecté;Unique;Moyen-âge;Moyen-âge;NULL;NULL;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;Métal;Extraction;NULL;NON;dossier : 102809926;NULL
BW_103024837;ADABweb;"Freiamt, Tennenbach""""";Freiamt;8316054;4326;7.8974947222;48.144936343;7.8979051639;48.1464250023;0;non;Littérature prospecté;Unique;Moyen-âge;Moyen-âge;Rituel;Abbaye;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : 103024837;Monastère
BW_103024674;ADABweb;"Freiamt, Tennenbach""""";Freiamt;8316054;4326;7.8956037603;48.1446987125;7.8978372825;48.1465518527;0;non;Littérature prospecté;Unique;Moyen-âge;Moyen-âge;Rituel;Abbaye;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : 103024674;Monastère
BW_103009092;ADABweb;"Forchheim, Erster Bruckacker""""";Forchheim;8316013;4326;7.7047600737;48.1664367669;7.7064647916;48.1678642812;0;non;Littérature prospecté;Unique;Mérovingien;Mérovingien;Funéraire;Nécropole tombes plates;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;"Fundber. Baden-Württ. 26, 2002, 152-153
Hoeper, M.: Allemannische Siedlungsgeschichte... 2001, 224-225.
Römer und Allemannen im Breisgau 1994, 77.
Garscha, Alamannen 1970, 52-53.
Bad. Fundber. 16, 1940, 24/34?.
Germania 19, 1935, 339.
Bad. Fundber. III, 1933-1936, 389.
Wagner I, 1908, 200-201, Nr. 332.
Westdt. Museographie XXV, 1906, 426.
Freiburger Zeitung , 29.12.1904.
Kaiserstühler Nachrichten, 24.12.1904.
 ; Dossier : 103009092";NULL
BW_103009901;ADABweb;"Lindenbrunnenweg 3, Forchheim, Erster Bruckacker""""";Forchheim;8316013;4326;7.7038115096;48.1658574173;7.7057887838;48.1670190925;0;non;Littérature prospecté;Unique;Indéterminé;Indéterminé;Habitat;Indéterminé;Fossé;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;"Bad. Fundber. III, 1934, 152. ; Dossier : 103009901";NULL
BW_103009828;ADABweb;"Forchheim, zw. Harderer Buck und alter Kiesgrube""""";Forchheim;8316013;4326;7.6990747793;48.176442738;7.6990747793;48.176442738;0;non;Littérature prospecté;Unique;Fer indéterminé;Fer indéterminé;NULL;NULL;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;"Bad. Fundber. III, 1933-1936, 185f. ; Dossier : 103009828";NULL
BW_96984999;ADABweb;"Forchheim, Wyhler Rank""""";Forchheim;8316013;4326;7.6805317225;48.161051639;7.6805317225;48.161051639;0;oui;Littérature prospecté;Unique;Indéterminé;Indéterminé;NULL;NULL;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : L7912/025-02;NULL
BW_103023877;ADABweb;"Forchheim, Wyhler Rank""""";Forchheim;8316013;4326;7.6774399587;48.161245129;7.6827208622;48.1632262997;0;non;Littérature prospecté;Unique;Indéterminé;Indéterminé;NULL;NULL;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : 103023877;NULL
BW_103010196;ADABweb;"Forchheim, Wolfsgrubenschlag""""";Forchheim;8316013;4326;7.7362967838;48.1863462703;7.7373849509;48.1868968882;0;non;Littérature prospecté;Unique;Néolithique;Néolithique;Habitat;Indéterminé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;"Bad. Fundber. 19, 1951, 122f.
Bad. Fundber. 20, 1956, 178. ; Dossier : 103010196";NULL
BW_103009648;ADABweb;"Forchheim, Weisweiler Strasse / Hurst""""";Forchheim;8316013;4326;7.6934846785;48.1714935757;7.6934846785;48.1714935757;0;non;Littérature prospecté;Unique;Fer indéterminé;Fer indéterminé;NULL;NULL;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;"Bad. Fundber. III, 1933-1936, 185. ; Dossier : 103009648";NULL
