ADEX_ID;DAT_QUELLE;BEZEICHNG;GDE_NAME;GDE_KENN;KOO_REFSYS;X_VON;Y_VON;X_BIS;Y_BIS;Z;GENAUIGK;BEGRUENDUNG;;DAT_FEIN;;;;;;;;;;;;;;;;;LITERATUR;LISTENTEXT
BW_103009787;ADABweb;"Forchheim, Petersmatt / nördl. Neuer Brunnen""""";Forchheim;8316013;4326;7.6907106337;48.1762004504;7.6917127708;48.1769669816;0;non;Littérature prospecté;Unique;Fer indéterminé;Fer indéterminé;NULL;NULL;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;"Bad. Fundber. III, 1933-1936, 185f.  ; Dossier : 103009787";NULL
BW_103009545;ADABweb;"Forchheim, Niemandsplätzle / Salzweg""""";Forchheim;8316013;4326;7.7216901064;48.1733225637;7.7216901064;48.1733225637;0;non;Littérature prospecté;Unique;Gallo-romain indéterminé;Gallo-romain indéterminé;NULL;NULL;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;"Bad. Fundber. III, 1933-1936, 195. ; Dossier : 103009545";NULL
BW_96985145;ADABweb;"Forchheim, Muhrmatten""""";Forchheim;8316013;4326;7.6801107103;48.1649805978;7.6801107103;48.1649805978;0;oui;Littérature prospecté;Unique;Indéterminé;Indéterminé;Habitat;Indéterminé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : L7912/120-01;NULL
BW_102993566;ADABweb;"Forchheim, Muhrmatten""""";Forchheim;8316013;4326;7.6779915249;48.1630146503;7.682363747;48.1666735212;0;non;Littérature prospecté;Unique;Fer indéterminé;Fer indéterminé;Habitat;Indéterminé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : 102993566;NULL
BW_103023400;ADABweb;"Forchheim, Muhrmatten""""";Forchheim;8316013;4326;7.67794511;48.1630706105;7.6865867621;48.1693977596;0;non;Littérature prospecté;Unique;Fer indéterminé;Fer indéterminé;Habitat;Indéterminé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : 103023400;NULL
BW_103010093;ADABweb;"Forchheim, Lindenbrunnenbuck / Lindenbrunnenweg""""";Forchheim;8316013;4326;7.7130220184;48.1781494997;7.7141170461;48.1789278314;0;non;Littérature prospecté;Unique;Fer indéterminé;Fer indéterminé;Funéraire;Nécropole tombes plates;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;"Bad. Fundber. 16, 1940, 38.
M. Hoeper, Alamann. Besiedlungsgeschichte 2001, 223-225. ; Dossier : 103010093";NULL
BW_103009588;ADABweb;"Forchheim, Lindenbrunnenbuck""""";Forchheim;8316013;4326;7.711473692;48.1792064592;7.711473692;48.1792064592;0;non;Littérature prospecté;Unique;Fer indéterminé;Fer indéterminé;NULL;NULL;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;"Bad. Fundber. III, 1933-1936, 185. ; Dossier : 103009588";NULL
BW_102990633;ADABweb;"Forchheim, Innere Eich""""";Forchheim;8316013;4326;7.6970159693;48.1636990908;7.6981095842;48.1644983552;0;non;Littérature prospecté;Unique;Moyen-âge;Moyen-âge;Habitat;Indéterminé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : 102990633;NULL
BW_102990230;ADABweb;"Forchheim, Hohen Anwanden / Hohen Anwander""""";Forchheim;8316013;4326;7.685265511;48.1683938366;7.685265511;48.1683938366;0;non;Littérature prospecté;Unique;Fer indéterminé;Fer indéterminé;NULL;NULL;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : 102990230;NULL
BW_102989542;ADABweb;"Forchheim, Hirschacker""""";Forchheim;8316013;4326;7.6863087809;48.1702778376;7.6876294898;48.170997329;0;non;Littérature prospecté;Unique;Fer indéterminé;Fer indéterminé;NULL;NULL;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;"Bad. Fundber. III, 1935, S.186, N. 110. ; Dossier : 102989542";NULL
BW_103009771;ADABweb;"Forchheim, Heckle""""";Forchheim;8316013;4326;7.6925144696;48.175263796;7.6925144696;48.175263796;0;non;Littérature prospecté;Unique;Hallstatt indéterminé;Hallstatt indéterminé;NULL;NULL;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;"Bad. Fundber. 1933-1936, 185f.
Rest, W., Diss, 1939, 158. ; Dossier : 103009771";NULL
BW_103009734;ADABweb;"Forchheim, Heckle""""";Forchheim;8316013;4326;7.6928812291;48.1747339795;7.6941831288;48.175500274;0;non;Littérature prospecté;Unique;Néolithique;Néolithique;NULL;NULL;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;"Bad. Fundber. III, 1933-1936, 185. ; Dossier : 103009734";NULL
BW_102990185;ADABweb;"Forchheim, Entenbühl""""";Forchheim;8316013;4326;7.694648084;48.1565874421;7.694648084;48.1565874421;0;non;Littérature prospecté;Unique;Moyen-âge;Moyen-âge;NULL;NULL;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : 102990185;NULL
BW_102989197;ADABweb;"Eichstrasse 9, Forchheim, Kässjerg / Innere Eich""""";Forchheim;8316013;4326;7.6966888335;48.1631189;7.6976314134;48.1636539993;0;non;Littérature prospecté;Unique;Moyen-âge VIIIe - IXe siècle;Moyen-âge VIIIe - IXe siècle;Habitat;Indéterminé;Fossé;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : 102989197;NULL
BW_96971992;ADABweb;"Bergstrasse 10, Amoltern, Ortsetter""""";Endingen;8316012;4326;7.6793626743;48.1275392582;7.6800377504;48.1279110896;0;non;Littérature prospecté;Unique;Mérovingien;Mérovingien;Funéraire;Tombe plate isolé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;"Hoeper, Siedlungsgeschichte im Breisgau (2001) 182f. ; Dossier : 96971992";NULL
BW_96971990;ADABweb;"Amoltern, Wasserschaft""""";Endingen;8316012;4326;7.6770365719;48.1240728815;7.6780656475;48.1253465238;0;non;Littérature prospecté;Unique;Néolithique;Néolithique;Habitat;Indéterminé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;"Fundber. BW 5, 1980, 17-19. ; Dossier : 96971990";NULL
BW_96971989;ADABweb;"Amoltern, Kleinspänle""""";Endingen;8316012;4326;7.681950046;48.1226564592;7.6831887209;48.1230691254;0;non;Littérature prospecté;Unique;Néolithique;Néolithique;Habitat;Indéterminé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;"Fundber. BW 5, 1980, 17-19. ; Dossier : 96971989";NULL
BW_96971986;ADABweb;"Amoltern, Hagematten""""";Endingen;8316012;4326;7.6693199498;48.1340012794;7.6715649996;48.1364416759;0;non;Littérature prospecté;Unique;Fer indéterminé;Fer indéterminé;NULL;NULL;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : 96971986;NULL
BW_96971987;ADABweb;"Amoltern, Bürgleten""""";Endingen;8316012;4326;7.6686008506;48.1292120993;7.6701940908;48.1304436048;0;non;Littérature prospecté;Unique;Néolithique;Néolithique;Habitat;Indéterminé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;"Fundber. BW 5, 1980, 17-19. ; Dossier : 96971987";NULL
BW_96971988;ADABweb;"Amoltern, Buchacker""""";Endingen;8316012;4326;7.6828769938;48.1207788182;7.6840769189;48.1217478631;0;non;Littérature prospecté;Unique;Néolithique;Néolithique;Habitat;Indéterminé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;"Fundber. BW 5, 1980, 17-19. ; Dossier : 96971988";NULL
BW_100116982;ADABweb;Wilhelmshöfe 9, Endingen, Baumschule Stertz;Endingen;8316012;4326;7.7165149133;48.1487297935;7.7187820658;48.150024828;0;non;Fouillé;Continue;Bronze indéterminé;Fer indéterminé;NULL;NULL;NULL;NULL;;NON;Céramique;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;"0 ; Dossier : --";NULL
BW_97018353;ADABweb;"Langstrasse, Endingen, Niederdorf""""";Endingen;8316012;4326;7.7050352723;48.1456789547;7.7057027006;48.1460241656;0;non;Littérature prospecté;Unique;Moyen-âge VIIIe - IXe siècle;Moyen-âge VIIIe - IXe siècle;Habitat;Ouvert;Village hameau;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : ENDI004M;NULL
BW_102417691;ADABweb;"Endingen, Burkhardenkreuz""""";Endingen;8316012;4326;7.6715834443;48.1519954833;7.6759765266;48.1531550865;0;non;Littérature prospecté;Unique;Bronze final;Bronze final;Habitat;Indéterminé;Fosse;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : 102417691;NULL
BW_99425593;ADABweb;"Kiechlinsbergen, Ockenberg""""";Endingen;8316012;4326;7.6602411045;48.121919436;7.6615967127;48.1229681982;0;non;Sondé;Unique;Néolithique;Néolithique;Habitat;Indéterminé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : 99425593;NULL
BW_99425534;ADABweb;"Herrenstrasse 35, Kiechlinsbergen, Ortsetter""""";Endingen;8316012;4326;7.6572137582;48.1252921012;7.6579026065;48.1255622874;0;non;Sondé;Unique;La Tène indéterminée;La Tène indéterminée;Habitat;Indéterminé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;"Bad. Fundber. 23, 1967, 251-258.
B. Röder, Frühlatenekeramik aus dem Breisgau (1995) 179; 208f.; 236f.; 252; 256; Taf. 63f. ; Dossier : 99425534";NULL
BW_96972016;ADABweb;"Bahlingen, Wihlbach / Wilgelstal""""";Bahlingen;8316002;4326;7.7195983816;48.1293306355;7.7203926027;48.1299581146;0;non;Littérature prospecté;Unique;Gallo-romain indéterminé;Gallo-romain indéterminé;Funéraire;Indéterminé;Incinération;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;"Bad. Fundber. I, 1925-28, 223f.
Festschrift Schumacher (1930) 35f. ; Dossier : 96972016";NULL
BW_96984978;ADABweb;Endingen;Endingen;8316012;4326;7.7182904394;48.1547763908;7.7182904394;48.1547763908;0;oui;Littérature prospecté;Unique;La Tène D;La Tène D;Habitat;Enclos;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;"Bittel/Schiek/Müller, Atlas (1990) 389 ; Dossier : L7912/016-06";"La base adab classe le Viereckschanze sous la rubrique ""Culte"""
BW_100117075;ADABweb;Endingen;Endingen;8316012;4326;7.6721825064;48.1524564065;7.6727868781;48.152805835;0;non;Fouillé;Unique;Bronze final;Bronze final;Habitat;Indéterminé;Fosse;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;"0 ; Dossier : --";NULL
BW_100090105;ADABweb;Elsässer Strasse 1, Endingen;Endingen;8316012;4326;7.6989224472;48.1469863533;7.7002158985;48.1474744558;0;non;Fouillé;Unique;Bronze indéterminé;Bronze indéterminé;NULL;NULL;NULL;NULL;;NON;Céramique;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;"0 ; Dossier : --";NULL
BW_96971668;ADABweb;"Windenreute, Brettenbach""""";Emmendingen;8316011;4326;7.8720769218;48.11221577;7.8728146214;48.1127886348;0;non;Littérature prospecté;Unique;La Tène indéterminée;La Tène indéterminée;Isolé;Dépôt;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;"Wagner, E. Fundstätten und Funde I, 1908; bes. 198 - 199 ; Dossier : 96971668";NULL
BW_96971657;ADABweb;"Gartenstrasse 28, Emmendingen, Merianstrasse""""";Emmendingen;8316011;4326;7.8530910365;48.1232696959;7.8545993375;48.1240463002;0;non;Littérature prospecté;Unique;Mérovingien;Mérovingien;Isolé;NULL;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;"Bad. Fundber. 1, 1925-28; bes. 344 ; Dossier : 96971657";NULL
BW_96971655;ADABweb;"Emmendingen, Über der Elz""""";Emmendingen;8316011;4326;7.8486267898;48.1077577247;7.8516261064;48.1104932104;0;non;Littérature prospecté;Unique;Gallo-romain indéterminé;Gallo-romain indéterminé;NULL;NULL;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;"Bad. Fundber. 14, 1938; bes. 20 ; Dossier : 96971655";NULL
BW_103024720;ADABweb;"Emmendingen, Tennenbach""""";Emmendingen;8316011;4326;7.8948892954;48.1435965855;7.8978778731;48.146643007;0;non;Littérature prospecté;Unique;Moyen-âge;Moyen-âge;Rituel;Abbaye;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : 103024720;Monastère
BW_96972133;ADABweb;"Emmendingen, Schlossberg / Grub""""";Emmendingen;8316011;4326;7.839122747;48.1250850147;7.839122747;48.1250850147;0;non;Littérature prospecté;Unique;Mérovingien;Mérovingien;Funéraire;NULL;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;"Fundber. Baden-Württemberg 2, 1975; bes. 238 - 239 ; Dossier : 96972133";NULL
BW_96972131;ADABweb;"Emmendingen, Schloss""""";Emmendingen;8316011;4326;7.8382749222;48.1282372869;7.8393617752;48.1293092845;0;non;Littérature prospecté;Unique;Hallstatt indéterminé;Hallstatt indéterminé;NULL;NULL;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : 96972131;NULL
BW_96971659;ADABweb;"Emmendingen, Hochburg""""";Emmendingen;8316011;4326;7.9001833098;48.1167549272;7.9001833098;48.1167549272;0;non;Littérature prospecté;Unique;Gallo-romain indéterminé;Gallo-romain indéterminé;NULL;NULL;NULL;NULL;;NON;Monnaies;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;"Christ, K. FMRD II, 2 - N1; bes. 25 - 26 ; Dossier : 96971659";NULL
BW_96971667;ADABweb;"Emmendingen, Brettenbach""""";Emmendingen;8316011;4326;7.8705627443;48.1121248425;7.8733653298;48.1131985382;0;non;Littérature prospecté;Unique;La Tène indéterminée;La Tène indéterminée;Isolé;Dépôt;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;"Wagner, E. Fundstellen und Funde I, 1908; bes. 198 - 199 ; Dossier : 96971667";NULL
BW_99438133;ADABweb;"Mundingen, Bitzi""""";Emmendingen;8316011;4326;7.8318284199;48.1373406805;7.8331130356;48.1381090798;0;non;Sondé;Unique;Néolithique;Néolithique;Habitat;Indéterminé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;"Arch. Nachr. Baden 1980, 36.
           Fundber. Baden-Württ. 1987, 664f.
           Römer und Alamannen im Breisgau (1994) 92.
           Urbon, Die Hohe Kunst der Tauschierung (1997) 20.
           Hoeper, Alamann. Besiedlungsgeschichte (2001) 276-278.
 ; Dossier : 99438133";NULL
BW_96972076;ADABweb;"Denzlingen, Stummhurst""""";Denzlingen;8316009;4326;7.9064883725;48.0614512681;7.9084296789;48.0625152134;0;non;Littérature prospecté;Unique;Gallo-romain indéterminé;Gallo-romain indéterminé;NULL;NULL;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : 96972076;NULL
BW_96972051;ADABweb;"Denzlingen, Strüpfelacker""""";Denzlingen;8316009;4326;7.8504893759;48.0707858207;7.8514294175;48.0730639531;0;non;Littérature prospecté;Unique;Gallo-romain indéterminé;Gallo-romain indéterminé;Habitat;Indéterminé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;"Fundber. Baden-Württemberg 10, 1985, 544; Taf 55 C.
Fundber. Baden-Württemberg 15, 619; Taf 101 A. ; Dossier : 96972051";NULL
BW_96972082;ADABweb;"Denzlingen, Strüpfelacker""""";Denzlingen;8316009;4326;7.8515936925;48.0713620607;7.8538200387;48.072801106;0;non;Littérature prospecté;Unique;Gallo-romain indéterminé;Gallo-romain indéterminé;NULL;NULL;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;Métal;Extraction;Fer;NON;dossier : 96972082;Scorie de fer formée lors de la réduction du minerai
BW_96972052;ADABweb;"Denzlingen, Stockmatte (Tiermendingen)""""";Denzlingen;8316009;4326;7.850634119;48.0797588959;7.8512845355;48.0799790883;0;non;Littérature prospecté;Unique;Gallo-romain indéterminé;Gallo-romain indéterminé;NULL;NULL;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;"Fundber. Baden-Württemberg 10, 1985, 543f. u. Taf. 59 A/B.
Fundber. Baden-Württemberg 15, 1990, 620 u. Taf. 101 C.
R. Asskamp, Das südl. Oberrheingebiet in frührömischer Zeit (Stuttgart 1989) 157f.
  ; Dossier : 96972052";NULL
BW_96972069;ADABweb;"Denzlingen, Steinmeier / Waldkircher Strasse""""";Denzlingen;8316009;4326;7.8909900994;48.0627441404;7.8912276809;48.062921703;0;non;Littérature prospecté;Unique;La Tène indéterminée;La Tène indéterminée;Formation superficielle;Dates 14C;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;"R. Mäckel/ A. Friedmann (Hrsg.), Wandel der Geo-Biosphäre im südlichen Oberrheintiefland (1998) 197. ; Dossier : 96972069";NULL
BW_96972080;ADABweb;"Denzlingen, Schweizermatten / Grünmatten""""";Denzlingen;8316009;4326;7.9082995213;48.0604369323;7.9108808258;48.0620922044;0;non;Littérature prospecté;Unique;Gallo-romain indéterminé;Gallo-romain indéterminé;Habitat;Indéterminé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;"Arch. Nachrichten Baden 45, 1991, 31. ; Dossier : 96972080";NULL
BW_96972081;ADABweb;"Denzlingen, Ridinger Mättle""""";Denzlingen;8316009;4326;7.8470499014;48.0872209741;7.8470499014;48.0872209741;0;non;Littérature prospecté;Unique;Gallo-romain indéterminé;Gallo-romain indéterminé;NULL;NULL;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;"Fundber. Baden-Württemberg 15, 1990, 620. Taf. 101 D. ; Dossier : 96972081";NULL
BW_102190532;ADABweb;"Denzlingen, Mauracher Hof""""";Denzlingen;8316009;4326;7.9006908379;48.073359828;7.9020994498;48.0739251775;0;non;Fouillé;Unique;Gallo-romain indéterminé;Gallo-romain indéterminé;Habitat;Indéterminé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : 102190532;NULL
BW_96972049;ADABweb;"Denzlingen, Luckhaufen / Dorfmatten""""";Denzlingen;8316009;4326;7.8937462309;48.0614890604;7.8998162905;48.0640371223;0;non;Littérature prospecté;Unique;Moyen-âge;Moyen-âge;NULL;NULL;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;Métal;Extraction;NULL;NON;"Fundber. Baden-Württemberg 15,1990, 619. ; Dossier : 96972049";NULL
BW_96972048;ADABweb;"Denzlingen, Hölzleacker""""";Denzlingen;8316009;4326;7.8497898003;48.0756100714;7.8508161749;48.0763195501;0;non;Littérature prospecté;Unique;Gallo-romain indéterminé;Gallo-romain indéterminé;Habitat;Indéterminé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;"Fundber. Baden-Württemberg 10, 1985, 544.
Fundber. Baden-Württemberg 15, 1990, 620. ; Dossier : 96972048";NULL
BW_96972075;ADABweb;"Denzlingen, Gereuth / Gereut / Grütt""""";Denzlingen;8316009;4326;7.915037044;48.0711128452;7.9153172557;48.0713956206;0;non;Littérature prospecté;Unique;La Tène indéterminée;La Tène indéterminée;NULL;NULL;NULL;NULL;;NON;Monnaies;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;"Fundber. Baden-Württemberg 28/2, 2005, 166. ; Dossier : 96972075";NULL
BW_96972083;ADABweb;"Denzlingen, Benzenbühl""""";Denzlingen;8316009;4326;7.8507684703;48.0740580534;7.8525782229;48.0750639508;0;non;Littérature prospecté;Unique;Gallo-romain indéterminé;Gallo-romain indéterminé;NULL;NULL;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;Métal;Extraction;Fer;NON;"G. Gassmann u.a., Forschungen zur keltischen Eisenerzverhüttung in Südwestdeutschland (2005) 120. ; Dossier : 96972083";Scorie de fer formée lors de la réduction du minerai
BW_96972020;ADABweb;"Kirchstrasse 8, Bahlingen, Ortsetter""""";Bahlingen;8316002;4326;7.7354826401;48.1240939499;7.7369108145;48.1251514293;0;non;Littérature prospecté;Unique;Mérovingien;Mérovingien;Funéraire;Nécropole tombes plates;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;"Festschrift Schumacher, 1930; bes. 44 ; Dossier : 96920720";NULL
BW_96972011;ADABweb;"Bühlergässle 1, Bahlingen, Ortsetter""""";Bahlingen;8316002;4326;7.7351781337;48.1207758008;7.7354908382;48.1209779077;0;non;Littérature prospecté;Unique;Mérovingien;Mérovingien;Funéraire;indéterminé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;"Bad. Fundber. 22, 1962, 296.
Hoeper, Siedlungsgeschichte (2001) 185. ; Dossier : 96972011";NULL
BW_96972018;ADABweb;"Bahlingen, Windeck""""";Bahlingen;8316002;4326;7.7234097593;48.1188051957;7.7241020925;48.1191765934;0;non;Littérature prospecté;Unique;Bronze indéterminé;Bronze indéterminé;Funéraire;NULL;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;"Wagner, E. Fundstätten und Funde I, 1908; bes. 198 ; Dossier : 96972018";NULL
BW_96972007;ADABweb;"Bahlingen, Wiehl / Wiehltal""""";Bahlingen;8316002;4326;7.7341238593;48.1107823513;7.7359449125;48.1113836871;0;non;Littérature prospecté;Unique;Gallo-romain indéterminé;Gallo-romain indéterminé;NULL;NULL;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;"Fundber. Baden-Württemberg 28/2, 2005, 198. ; Dossier : 96972007";NULL
BW_96972003;ADABweb;"Bahlingen, Stauden""""";Bahlingen;8316002;4326;7.759599454;48.1327531054;7.7606575433;48.1333914989;0;non;Littérature prospecté;Unique;Gallo-romain indéterminé;Gallo-romain indéterminé;Habitat;Indéterminé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : 96972003;NULL
BW_96972022;ADABweb;"Bahlingen, Stadenweg""""";Bahlingen;8316002;4326;7.7607384995;48.1199526289;7.7685651536;48.1336526883;0;non;Littérature prospecté;Unique;Gallo-romain indéterminé;Gallo-romain indéterminé;Voie;NULL;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;"Bad. Fundber. I, 1925-28; bes. 364 - 365 ; Dossier : 96972022";NULL
BW_96972005;ADABweb;"Bahlingen, Riedlehau""""";Bahlingen;8316002;4326;7.7620050997;48.1104798582;7.7625252051;48.1109251177;0;non;Littérature prospecté;Unique;Hallstatt indéterminé;Hallstatt indéterminé;Habitat;Indéterminé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : 96972005;NULL
BW_99433991;ADABweb;"Bahlingen, Riedlehau""""";Bahlingen;8316002;4326;7.7623680459;48.1087848295;7.7623680459;48.1087848295;0;non;Sondé;Unique;La Tène indéterminée;La Tène indéterminée;Habitat;Indéterminé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;dossier : 99433991;NULL
BW_96972019;ADABweb;"Bahlingen, Lebere / Lebern""""";Bahlingen;8316002;4326;7.7394342058;48.1187727044;7.7394342058;48.1187727044;0;non;Littérature prospecté;Unique;Mérovingien;Mérovingien;Funéraire;indéterminé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;"Germania 14, 1931; bes. 94 ; Dossier : 96972019";NULL
BW_96972004;ADABweb;"Bahlingen, Bahlingereck""""";Bahlingen;8316002;4326;7.700282106;48.1075162212;7.7006151596;48.1077284611;0;non;Littérature prospecté;Unique;Gallo-romain indéterminé;Gallo-romain indéterminé;Habitat;Indéterminé;NULL;NULL;;NON;NULL;NULL;NULL;NULL;NON;NULL;NULL;NULL;NON;"Fundber. Baden-Württemberg 10, 1985, 541 und Taf. 58. ; Dossier : 96972004";NULL
